5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
3|1|10.0|prateek
1|5|7.8|sneh
4|5|9.7|nimish
4|3|6.0|varun
3|2|3.0|arun
4|1|7.0|tarun
5|2|3.4|sneha
2|3|5.6|neha
4|5|2.3|prashant
2|4|4.5|shant
