357|30199|O|151000.96|1996-10-09|2-HIGH|Clerk#000000301|0|carefully bold theodolites cajole f
358|1145|F|307836.22|1993-09-20|2-HIGH|Clerk#000000392|0|deposits sublate carefully at t
359|38800|F|240733.72|1994-12-19|3-MEDIUM|Clerk#000000934|0|furiously final foxes are. regular
384|56506|F|174054.63|1992-03-03|5-LOW|Clerk#000000206|0|regular packages haggle furiously; idle requests wake carefu
385|16474|O|73687.10|1996-03-22|5-LOW|Clerk#000000600|0|asymptotes wake silent
386|30055|F|94646.04|1995-01-25|2-HIGH|Clerk#000000648|0|quickly pending instructions unwind furiously theodolites. final package
387|1648|O|168536.41|1997-01-26|4-NOT SPECIFIED|Clerk#000000768|0|blithely even accounts according to the even packag
388|22334|F|176569.04|1992-12-16|4-NOT SPECIFIED|Clerk#000000356|0|accounts wake against the braids. silent accounts snooze slyly blithely ironi
389|63487|F|2989.60|1994-02-17|2-HIGH|Clerk#000000062|0|pending
390|51283|O|266954.15|1998-04-07|5-LOW|Clerk#000000404|0|blithely even pinto beans against the ironic packages boost qu
391|55139|F|22790.14|1994-11-17|2-HIGH|Clerk#000000256|0|furiously special deposits wake blithely. qu
416|20065|F|97286.98|1993-09-27|5-LOW|Clerk#000000294|0|excuses boost permanently around the carefully pe
417|27292|F|135970.90|1994-02-06|3-MEDIUM|Clerk#000000468|0|pending
418|47417|P|43383.70|1995-04-13|4-NOT SPECIFIED|Clerk#000000643|0|quiet
419|58132|O|133177.62|1996-10-01|3-MEDIUM|Clerk#000000376|0|accounts sleep quickly slyly bo
420|45073|O|337753.79|1995-10-31|4-NOT SPECIFIED|Clerk#000000756|0|slyly final deposits sublate after the quickly pending deposits
421|19576|F|1574.49|1992-02-22|5-LOW|Clerk#000000405|0|ironic
422|36538|O|183472.82|1997-05-31|4-NOT SPECIFIED|Clerk#000000049|0|carefully even packages use
423|51698|O|49954.63|1996-06-01|1-URGENT|Clerk#000000674|0|blithely unusual dugouts play quickly along the blithely regular theo
448|74821|O|151283.38|1995-08-21|3-MEDIUM|Clerk#000000597|0|furiously even requests nag carefully. 
449|47884|O|71653.24|1995-07-20|2-HIGH|Clerk#000000841|0|final
450|23690|P|201926.85|1995-03-05|4-NOT SPECIFIED|Clerk#000000293|0|deposits wake regular
451|49379|O|137546.85|1998-05-25|5-LOW|Clerk#000000048|0|final foxes nag. regul
452|29780|O|2526.02|1997-10-14|1-URGENT|Clerk#000000498|0|theodolites should n
453|22015|O|355166.26|1997-05-26|5-LOW|Clerk#000000504|0|furiously even deposits use inside the excuses.
454|24388|O|40029.51|1995-12-27|5-LOW|Clerk#000000890|0|fluffily final accounts after the special
455|6049|O|177664.10|1996-12-04|1-URGENT|Clerk#000000796|0|even instructions hagg
480|35692|F|21543.89|1993-05-08|5-LOW|Clerk#000000004|0|final accounts poach carefully. quickly final platelets boost quickly even ide
481|15176|F|194501.51|1992-10-08|2-HIGH|Clerk#000000230|0|ruthlessly ironic packages nag furiously across the slyly regula
482|62530|O|190065.65|1996-03-26|1-URGENT|Clerk#000000295|0|blithely regular as
483|17410|O|69654.20|1995-07-11|2-HIGH|Clerk#000000025|0|bold theodolites sl
484|27122|O|311104.01|1997-01-03|3-MEDIUM|Clerk#000000545|0|fluffily even deposits run foxes; regular packages afte
485|50281|O|189206.40|1997-03-26|2-HIGH|Clerk#000000105|0|regular
486|25432|O|298669.43|1996-03-11|4-NOT SPECIFIED|Clerk#000000803|0|quickly final foxes across the expre
487|53914|F|90753.70|1992-08-18|1-URGENT|Clerk#000000086|0|ironic
512|31511|P|172676.16|1995-05-20|5-LOW|Clerk#000000814|0|quickly unusual foxes was fluffily slyly even accounts. pac
513|30286|O|113075.86|1995-05-01|2-HIGH|Clerk#000000522|0|always final sentiments haggle furiously around the fluffily ruthles
514|37436|O|163429.96|1996-04-04|2-HIGH|Clerk#000000094|0|enticingly quick escapades wake slyly. final acc
515|70915|F|207895.03|1993-08-29|4-NOT SPECIFIED|Clerk#000000700|0|slyly unusual ideas subla
516|21952|O|16154.74|1998-04-21|2-HIGH|Clerk#000000305|0|quickly final foxes accord
517|4610|O|117869.79|1997-04-07|5-LOW|Clerk#000000359|0|deposits wake always slyly regular requests. blithely 
518|72191|O|338198.12|1998-02-08|2-HIGH|Clerk#000000768|0|slyly even ideas hang quickly. carefully final instructi
519|31477|O|142715.11|1997-10-31|1-URGENT|Clerk#000000985|0|quick depths are! slyly express requests along the carefully ironic 
544|46693|F|55286.82|1993-02-17|2-HIGH|Clerk#000000145|0|slyly ironic attainments sleep blith
545|31573|O|26317.99|1995-11-07|2-HIGH|Clerk#000000537|0|even
546|71612|O|18547.12|1996-11-01|2-HIGH|Clerk#000000041|0|final notornis detect slyly fluffily express deposits. brav
547|49105|O|119445.72|1996-06-22|3-MEDIUM|Clerk#000000976|0|bold instructions print fluffily carefully id
548|61912|F|128213.89|1994-09-21|1-URGENT|Clerk#000000435|0|quickly regular accounts daz
549|54961|F|206274.94|1992-07-13|1-URGENT|Clerk#000000196|0|carefully regular foxes integrate ironic
550|11762|O|34882.67|1995-08-02|1-URGENT|Clerk#000000204|0|carefully even asymptotes sleep furiously sp
551|44804|O|67280.65|1995-05-30|1-URGENT|Clerk#000000179|0|unusual
576|14759|O|27200.39|1997-05-13|3-MEDIUM|Clerk#000000955|0|pending theodolites about the carefu
577|27563|F|64595.20|1994-12-19|5-LOW|Clerk#000000154|0|blithely unusual packages sl
578|46291|O|109586.53|1997-01-10|5-LOW|Clerk#000000281|0|blithely pending asymptotes wake quickly across the carefully final
579|33529|O|141874.42|1998-03-11|2-HIGH|Clerk#000000862|0|slyly even requests cajole slyly. sil
580|29611|O|123028.04|1997-07-05|2-HIGH|Clerk#000000314|0|final ideas must have to are carefully quickly furious requests
581|34367|O|167978.24|1997-02-23|4-NOT SPECIFIED|Clerk#000000239|0|carefully regular dolphins cajole ruthlessl
582|24679|O|165496.41|1997-10-21|1-URGENT|Clerk#000000378|0|quietly ironic pinto beans wake carefully. ironic accounts across the dol
583|23563|O|202917.10|1997-03-19|3-MEDIUM|Clerk#000000792|0|blithely final accounts can use. even
608|12982|O|97539.71|1996-02-28|3-MEDIUM|Clerk#000000995|0|carefully ironic dinos
609|62561|F|37104.91|1994-06-01|3-MEDIUM|Clerk#000000348|0|furiously final braids cajole quickly accounts. regul
610|25333|O|273442.25|1995-08-02|1-URGENT|Clerk#000000610|0|slyly special instructions use slyly abo
611|52750|F|116469.52|1993-01-27|1-URGENT|Clerk#000000401|0|instructions are furiously despite the slyly special pla
612|40715|F|171371.88|1992-10-21|3-MEDIUM|Clerk#000000759|0|bold pinto beans wake furiously pinto beans. pending pinto beans poac
613|69127|O|35386.94|1995-06-18|2-HIGH|Clerk#000000172|0|carefully pending packages are bravely am
614|66644|F|275146.35|1992-12-01|2-HIGH|Clerk#000000388|0|final dolphins nod. slyly ironic fo
615|32704|F|40095.72|1992-05-09|5-LOW|Clerk#000000388|0|slyly express instructions alongside of the q
640|47569|F|220744.50|1993-01-23|2-HIGH|Clerk#000000433|0|theodolites cajole slyly among the even excuses. unusual theodolites 
641|66403|F|171005.55|1993-08-30|5-LOW|Clerk#000000175|0|final packages haggle carefully. brave foxes sleep blithel
642|19954|F|41908.79|1993-12-16|3-MEDIUM|Clerk#000000357|0|quickly unusual theodolites sleep. regular pinto beans affix theodol
643|28886|P|230811.55|1995-03-25|2-HIGH|Clerk#000000354|0|requests cajole. ruthlessly even frays sleep slyly pending ideas. careful
644|3685|F|270970.83|1992-05-01|1-URGENT|Clerk#000000550|0|carefully regular dependencies lose quickl
645|57112|F|377390.98|1994-12-03|2-HIGH|Clerk#000000090|0|fluffily express accounts cajole request
646|25210|F|202504.95|1994-11-22|2-HIGH|Clerk#000000203|0|express
647|71465|O|67573.70|1997-08-07|1-URGENT|Clerk#000000270|0|regular packages could b
672|54043|F|101115.15|1994-04-14|5-LOW|Clerk#000000106|0|thinly special deposits use s
673|39574|F|25755.34|1994-03-10|1-URGENT|Clerk#000000448|0|blithely bold foxes should have to sleep quickly ca
674|16565|F|42289.54|1992-08-29|5-LOW|Clerk#000000448|0|slyly ironic courts will na
675|5852|O|182743.06|1997-07-31|2-HIGH|Clerk#000000168|0|fluffily special accounts sublate packages. furiously express package
676|18965|O|240645.15|1996-12-13|2-HIGH|Clerk#000000248|0|ironic pinto beans above the
677|61939|F|236022.98|1993-11-24|3-MEDIUM|Clerk#000000824|0|carefully furious packages after the furiously ironic requests x-ray bli
678|65323|F|170084.04|1993-02-27|5-LOW|Clerk#000000530|0|furiously regular foxe
679|24247|O|15363.45|1995-12-15|2-HIGH|Clerk#000000853|0|deposits nag. furiously regular ideas sleep alongside of the even requests. 
704|42176|O|104860.10|1996-11-21|3-MEDIUM|Clerk#000000682|0|furiously regular accounts integrate blithely. carefully unusual pinto beans 
705|21353|O|88467.50|1997-02-13|4-NOT SPECIFIED|Clerk#000000294|0|slyly ironic theodolites according t
706|73684|O|28695.82|1995-09-09|1-URGENT|Clerk#000000448|0|regular
707|58075|F|75161.40|1994-11-20|3-MEDIUM|Clerk#000000199|0|instructions cajole qui
708|15767|O|139649.90|1998-07-03|3-MEDIUM|Clerk#000000101|0|carefully ironic requests thrash
709|18016|O|103152.35|1998-04-21|1-URGENT|Clerk#000000461|0|quickly final excuses sleep quickly. sly
710|65569|F|290890.39|1993-01-02|5-LOW|Clerk#000000026|0|slyly ironic accounts haggle blithely according to the ideas. regular foxe
711|31837|F|133752.51|1993-09-23|4-NOT SPECIFIED|Clerk#000000856|0|frays use carefully across the carefully express dugouts; slyly busy the
736|23177|O|186190.97|1998-06-21|5-LOW|Clerk#000000881|0|carefully final pinto beans solve slyly 
737|59833|F|22784.51|1992-04-26|5-LOW|Clerk#000000233|0|blithely regular accounts sublate abou
738|10376|F|165937.55|1993-03-02|4-NOT SPECIFIED|Clerk#000000669|0|ironic
739|154|O|258168.80|1998-05-31|5-LOW|Clerk#000000900|0|carefully thin packages against the regular orbits haggle slyly fina
740|21709|O|113356.19|1995-07-16|3-MEDIUM|Clerk#000000583|0|evenly unusual ideas doubt
741|52246|O|53838.13|1998-07-07|2-HIGH|Clerk#000000295|0|blithely ironic requests
742|51419|F|320563.35|1994-12-23|5-LOW|Clerk#000000543|0|furiously bold requests cajole. requests sleep qui
743|39161|O|37313.03|1996-10-04|4-NOT SPECIFIED|Clerk#000000933|0|carefully express deposits against the slyly even dugou
768|48527|O|333304.27|1996-08-20|3-MEDIUM|Clerk#000000411|0|furiously regular p
769|39994|F|61007.06|1993-06-02|3-MEDIUM|Clerk#000000172|0|furiously express dependencies sl
770|15955|O|78278.18|1998-05-23|5-LOW|Clerk#000000572|0|quickly bold deposits wake furiously against the
771|22271|O|152678.87|1995-06-17|1-URGENT|Clerk#000000105|0|fluffily regular epitaphs cajole furious
772|48248|F|204552.24|1993-04-17|2-HIGH|Clerk#000000430|0|regularly silent asymptotes wake
773|65917|F|182561.17|1993-09-26|3-MEDIUM|Clerk#000000307|0|furiously ironic accounts are above the quickly regul
774|39791|O|191603.45|1995-12-04|1-URGENT|Clerk#000000883|0|regular instructions nag carefully blithely even
775|66590|F|94032.87|1995-03-18|1-URGENT|Clerk#000000191|0|carefully express deposits wake-- quickly even accounts cajol
800|27970|O|136068.94|1998-07-14|2-HIGH|Clerk#000000213|0|slyly ironic gifts over the regular
801|58895|F|197163.34|1992-02-18|1-URGENT|Clerk#000000186|0|theodolites sleep above the careful
802|68344|F|210121.60|1995-01-05|1-URGENT|Clerk#000000516|0|express pinto beans wake across the pending 
803|7183|O|39578.69|1997-04-29|5-LOW|Clerk#000000260|0|blithely pending gifts according to the busy
804|24985|F|158647.06|1993-03-12|3-MEDIUM|Clerk#000000931|0|furiously final pinto beans impress careful
805|63001|O|136437.95|1995-07-05|4-NOT SPECIFIED|Clerk#000000856|0|busy
806|65371|O|44060.66|1996-06-20|2-HIGH|Clerk#000000240|0|ironic pinto beans wake quickly acro
807|71762|F|272742.72|1993-11-24|3-MEDIUM|Clerk#000000012|0|express packages according to the quickly special 
832|14461|F|104206.79|1992-04-19|5-LOW|Clerk#000000495|0|blithely even accounts cajole slyly dolphins; slyly bold requests i
833|27620|F|87035.67|1994-02-13|3-MEDIUM|Clerk#000000437|0|blithely final foxes sleep quickly abo
834|21377|F|51040.84|1994-05-23|3-MEDIUM|Clerk#000000805|0|furiously regular pinto beans are carefully. even
835|32377|O|72855.62|1995-10-08|4-NOT SPECIFIED|Clerk#000000416|0|deposits mold slyly furiously even accounts? slyly ironic re
836|34391|O|103386.72|1996-11-25|4-NOT SPECIFIED|Clerk#000000729|0|slyly unusual deposits affix
837|57923|F|85140.44|1994-06-15|4-NOT SPECIFIED|Clerk#000000563|0|furiously final instructions use ironic foxes. even packages s
838|8168|O|117724.87|1998-01-29|5-LOW|Clerk#000000213|0|slyly regular ideas cajole. blithely ruthless patterns snooze ag
839|13942|O|82928.11|1995-08-08|1-URGENT|Clerk#000000951|0|blithely express deposits are slyly
864|68866|O|127556.38|1997-08-17|1-URGENT|Clerk#000000036|0|carefully regular pinto beans wake fluffily. sly
865|1270|F|83977.94|1993-05-04|3-MEDIUM|Clerk#000000337|0|requests are across the regular excuses. final
866|19150|F|8371.31|1992-11-28|3-MEDIUM|Clerk#000000718|0|closely regular dependencies boost fluffily after the pending foxes. carefull
867|12565|F|9839.27|1993-11-16|3-MEDIUM|Clerk#000000877|0|regular
868|51751|F|178373.15|1992-06-09|4-NOT SPECIFIED|Clerk#000000782|0|doggedly final theodolites wake furiously qui
869|67309|O|62130.74|1997-01-12|2-HIGH|Clerk#000000245|0|ironic
870|16093|F|64177.49|1993-06-20|4-NOT SPECIFIED|Clerk#000000123|0|special
871|7213|O|240717.65|1995-11-15|5-LOW|Clerk#000000882|0|regular deposits across the requests haggle quickly carefully regular somas. b
896|823|F|248894.02|1993-03-09|1-URGENT|Clerk#000000187|0|furiously ironic instructions lose quickly. ironic foxes cajole slyly. iron
897|24466|P|84039.35|1995-03-20|1-URGENT|Clerk#000000316|0|evenly regular asymptotes above the slyly final packages haggle a
898|26788|F|107794.16|1993-06-03|2-HIGH|Clerk#000000611|0|even packages integrate unusual requests. careful attainments sleep
899|54244|O|171297.24|1998-04-08|5-LOW|Clerk#000000575|0|unusual
900|22903|F|140044.37|1994-10-01|4-NOT SPECIFIED|Clerk#000000060|0|unusual
901|5629|O|123677.96|1998-07-21|4-NOT SPECIFIED|Clerk#000000929|0|carefully even excuses cajole furiously blithely bold requests. blithely regul
902|4258|F|50586.81|1994-07-27|4-NOT SPECIFIED|Clerk#000000811|0|ironic deposits print above the bold deposits. slow
903|5438|O|143957.03|1995-07-07|4-NOT SPECIFIED|Clerk#000000793|0|ironic frays x-ray slyly alongside of the furiously regular platelet
928|32815|F|344882.13|1995-03-02|5-LOW|Clerk#000000450|0|fluffily pending requests boo
929|41332|F|133294.56|1992-10-02|2-HIGH|Clerk#000000160|0|deposits sleep furiously fluffily pending foxes. ironic
930|65476|F|285975.62|1994-12-17|1-URGENT|Clerk#000000004|0|quickly regular foxes after the silent
931|51445|F|159266.10|1992-12-07|1-URGENT|Clerk#000000881|0|final deposits cajole slyly slyly ironic deposits. regu
932|20161|O|76880.45|1997-05-16|2-HIGH|Clerk#000000218|0|dependencies detect even requests. regular dependencies s
933|47674|F|88958.23|1992-08-05|4-NOT SPECIFIED|Clerk#000000752|0|fluffily ironic instructions cajole quickly along the fu
934|25648|O|32275.37|1996-07-03|1-URGENT|Clerk#000000229|0|furious excuses across the fin
935|24586|O|124274.16|1997-09-24|5-LOW|Clerk#000000180|0|ideas are. furiously ironic ideas are regularl
960|17312|F|75416.39|1994-09-21|3-MEDIUM|Clerk#000000120|0|blithely final requests use. blithely dogged packages sleep across 
961|27535|P|242243.04|1995-06-04|4-NOT SPECIFIED|Clerk#000000720|0|fluffily unusual foxes cajole blithely spe
962|17638|F|142359.34|1994-05-06|5-LOW|Clerk#000000463|0|bold
963|12637|F|88320.26|1994-05-26|3-MEDIUM|Clerk#000000497|0|fluffily unusual accounts sleep. accounts engage. quickly final requ
964|37591|O|173209.54|1995-05-20|3-MEDIUM|Clerk#000000657|0|blithely enticing courts
965|34219|P|64475.91|1995-05-15|5-LOW|Clerk#000000218|0|unusual
966|6653|O|167756.11|1998-04-30|2-HIGH|Clerk#000000239|0|carefully ironic the
967|54895|F|278509.01|1992-06-21|3-MEDIUM|Clerk#000000167|0|fluffily pending platelets nag slyly after the carefully speci
992|26890|O|201970.08|1997-11-11|3-MEDIUM|Clerk#000000875|0|quickly silent platelets sleep. depo
993|39569|O|269374.61|1995-09-10|3-MEDIUM|Clerk#000000894|0|accounts are quickly. f
994|589|F|54196.41|1994-04-20|5-LOW|Clerk#000000497|0|ironic
995|57988|P|197500.24|1995-05-31|3-MEDIUM|Clerk#000000439|0|quietly regular depend
996|35458|O|52356.11|1997-12-29|1-URGENT|Clerk#000000497|0|bold
997|54346|O|41543.00|1997-05-19|2-HIGH|Clerk#000000651|0|furiously express deposits wake furiously against the express theodolit
998|15848|F|112324.35|1994-11-26|4-NOT SPECIFIED|Clerk#000000956|0|slyly special deposits across the f
999|30082|F|181943.18|1993-09-05|5-LOW|Clerk#000000464|0|furiously final theodolites sleep blithely above 
1024|1739|O|241650.14|1997-12-23|5-LOW|Clerk#000000903|0|carefully careful warhorses sleep slyly: carefull
1025|51338|F|110704.51|1995-05-05|2-HIGH|Clerk#000000376|0|quickly final deposits are q
1026|35543|O|58270.33|1997-06-04|5-LOW|Clerk#000000223|0|regular packages wake quickly final accounts. furiously 
1027|63976|F|181009.34|1992-06-03|3-MEDIUM|Clerk#000000241|0|fluffily silent instructions wake furiously 
1028|34219|F|248468.84|1994-01-01|2-HIGH|Clerk#000000131|0|unusual deposits after the deposits cajole furi
1029|64339|F|47437.71|1994-06-21|2-HIGH|Clerk#000000700|0|quickly even platelets ought to ca
1030|67000|F|19160.99|1994-06-15|5-LOW|Clerk#000000422|0|slyly regular deposits cajole theodolites
